Power Generated;Date;max_temp;min_temp;grass_min_temp;rain;pressure;wind_speed_avg;highest_mean_wind;wind_dir_deg;highest_gust;soil_temp;potential_evapotranspiration;evaporation;radiation
5.2;28/11/2017;8.4;5;0.8;0;1016.2;9.7;17;0;25;5.78;1.4;1.5;501
3.2;29/11/2017;7.3;3.8;0.9;0;1019.4;11;22;340;28;4.491;0.8;0.9;388
1.7;30/11/2017;9;5;1.5;0;1022.3;7.8;14;10;20;5.715;0.5;0.6;452
5;01/12/2017;7.1;2.7;1.1;0;1027.8;7.2;14;350;17;4.547;0.5;0.6;435
1.1;02/12/2017;9.8;1.5;-2.7;0.1;1030.1;4;11;300;14;4.542;0.1;0.2;405
2;03/12/2017;10.8;6;0;0;1031.6;6.2;10;280;13;7.375;0.4;0.5;304
1.3;04/12/2017;10;5.7;0.2;0.1;1034.5;3.1;11;210;14;7.556;0.3;0.4;236
0.5;05/12/2017;11.4;7.8;3.4;0.2;1029.8;12.4;20;200;25;8.596;0.7;0.8;307
0;06/12/2017;12.9;10.9;8.6;8.8;1012.7;22.3;30;200;37;10.61;0.7;1.1;49
2.6;07/12/2017;12.6;5.4;4.8;1.9;1010;16.1;27;340;36;8.123;0.8;1;341
3.1;08/12/2017;7.5;3.4;2.4;0.1;1023.3;10.8;20;310;31;4.819;0.9;1;350
0.1;09/12/2017;9.1;2;0.4;23.3;1005.5;10;21;110;29;5.254;0.5;0.6;69
0.5;10/12/2017;9.7;1.4;4.2;8.5;981.1;23.3;38;270;50;6.381;0.8;1.2;238
4.3;11/12/2017;7.9;1.3;-0.4;0.2;994.6;12.7;24;340;32;3.645;0.9;1;417
0.1;12/12/2017;10.3;6.2;0.9;4.7;1002;13.6;29;190;36;6.03;0.8;1;132
1.8;13/12/2017;9.8;4.7;6;8.4;998.1;24.4;39;250;56;6.877;0.9;1.2;245
0.5;14/12/2017;8.9;4.7;2.3;6;994.1;23.9;39;280;54;5.282;1.3;1.8;202
5.1;15/12/2017;8.7;4.4;2.4;0.5;1008.6;10.4;25;320;40;5.07;0.6;0.7;387
1.3;16/12/2017;10.7;4;-0.9;0;1021;8.2;15;260;22;5.626;0.4;0.4;351
0;17/12/2017;11.1;7.9;6.3;1.8;1020.3;11;20;220;26;9.245;0.2;0.3;149
0.5;18/12/2017;10.8;6.7;3.2;2;1026.3;4.2;8;110;11;8.519;0.2;0.3;145
0.4;19/12/2017;11.4;10.1;7.5;2.5;1029.8;9.6;15;200;18;10.417;0.2;0.3;173
0;20/12/2017;12;10.9;10.2;3.1;1031.4;12.3;17;220;22;11.038;0.4;0.5;87
0;21/12/2017;12;10.8;10.6;3.3;1031.9;14.2;23;220;33;10.903;0.4;0.6;132
3.2;22/12/2017;12.2;8.7;9.4;0.2;1033.2;8.3;19;270;24;10.175;0.1;0.1;354
0.1;23/12/2017;11.5;8.9;5.4;0.7;1030.9;11;19;230;25;10.132;0.3;0.4;135
0.6;24/12/2017;12;10.6;9.8;1.7;1016;18.7;28;200;35;10.628;0.5;0.6;272
0.1;25/12/2017;11.3;5.3;5.4;7;1001.8;14.4;31;200;38;8.167;0.8;1;91
0.1;26/12/2017;7.6;3.2;3;10.9;988.7;19;30;20;40;5.547;0.9;1.3;117
4.9;27/12/2017;6.2;2.6;1.6;0.9;999.4;10;21;320;32;4.045;0.5;0.5;389
0.5;28/12/2017;9.6;1.7;-0.1;15.5;998.8;7.7;26;190;36;4.756;0.5;0.6;122
1.3;29/12/2017;12.7;5.3;2.8;22.3;989.8;22.7;37;270;63;7.067;0.8;1.1;230
0.1;30/12/2017;12.6;8.6;5.2;6.5;990;22;32;250;48;9.36;1.2;1.6;102
0.2;31/12/2017;11.6;6.2;7;6.3;990;23.4;35;240;45;7.44;1.2;1.7;118
